step,t_sim,cmd_index,primitive,eef_x,eef_y,eef_z,eef_qx,eef_qy,eef_qz,eef_qw,gripper_aperture,gripper_cmd,dpos_x,dpos_y,dpos_z,drot_x,drot_y,drot_z,q0,q1,q2,q3,q4,q5,q6,dq0,dq1,dq2,dq3,dq4,dq5,dq6
14,0.7,1,move_to,-0.08021794867320736,-0.05196510845324176,0.9796976821172685,0.9979737750542582,-0.006823592549990012,0.06316120982681853,0.0035276708855096384,0.9749328089918413,-1.0,0.006424972866379833,-0.016841513699653886,-0.008665052796760876,0.0,0.0,0.0,-0.05296674850732776,0.3386866437441589,-0.038845139316858845,-2.5176999729276983,0.10206205303467447,2.981907085033547,0.6110376880182167,-0.11306674150677667,0.20491834258703184,-0.021021152725653282,0.16683474869291706,0.20154527192773183,0.034118819494819715,-0.3233959441854704
15,0.75,1,move_to,-0.07855862919380242,-0.05621854039630303,0.9773838687992658,0.9979720948328656,-0.00698710922115025,0.06316393719348087,0.0036325305024634694,0.9760073526070249,-1.0,0.006420994318785567,-0.016852930938853795,-0.008645782250805763,0.0,0.0,0.0,-0.058773181865425406,0.3492625578815861,-0.03998569763187798,-2.5090217343067187,0.11207637048487035,2.9836281434212006,0.5948420046588161,-0.11718748507264881,0.20480592466195238,-0.01710236773063249,0.1703943983028627,0.2002533518401532,0.03010362389973054,-0.3229567048699028
16,0.8,1,move_to,-0.07690117932365731,-0.06049251703409538,0.9750739487673614,0.9979704452208477,-0.007137482136510032,0.06316759160842349,0.003728563375391296,0.9770358244232151,-1.0,0.00641791281279676,-0.016863843230773445,-0.008626771505913197,0.0,0.0,0.0,-0.06477965516371618,0.3598328703536626,-0.040935556619298076,-2.5001637429462282,0.12200414284127913,2.9851513011603457,0.5786900701334968,-0.12108327604770307,0.20468734006369982,-0.013487369609679115,0.17390775131516958,0.1980961192052154,0.02615921742936214,-0.3216961456340633
17,0.85,1,move_to,-0.07524587220637353,-0.06478575748097394,0.9727675748550864,0.9979687982736313,-0.007275756113153938,0.06317260309390853,0.003816184430067525,0.9780202071000876,-1.0,0.006415827335127863,-0.01687428929631888,-0.008607875484111287,0.0,0.0,0.0,-0.07097429775668469,0.37039728173620257,-0.04171024951975598,-2.4911285125876836,0.1318051961390026,2.98648041166954,0.5626200277693871,-0.1247302290148992,0.20456323968058765,-0.01018691933819155,0.17736712919850425,0.19519604177985578,0.02229647803986467,-0.31972726621855896
18,0.9,1,move_to,-0.07359298832109869,-0.06909717205048958,0.9704644340708054,0.9979671214624148,-0.007402774660059315,0.06317947699170277,0.003895779050177083,0.9789623909749592,-1.0,0.006414885900660229,-0.016884291049514086,-0.00858894374395415,0.0,0.0,0.0,-0.07734410010890981,0.38095553810761495,-0.042325707710929375,-2.4819188282450066,0.14144525456019083,2.987619727033451,0.546664759443439,-0.1281067611715389,0.2044347730892482,-0.007206517188044201,0.18076908433489247,0.1916664286927324,0.018520684099634623,-0.3171480510063954
19,0.95,1,move_to,-0.07194277353903643,-0.07342578132899318,0.9681642637409571,0.9979653794862634,-0.007519250124406738,0.06318875977541273,0.003967727617766445,0.9798641852477561,-1.0,0.006415282192575306,-0.016893858439123936,-0.008569813383526338,0.0,0.0,0.0,-0.08387505348301214,0.3915074506316316,-0.04279801736518535,-2.4725375496314963,0.15089549413655234,2.9885736389410815,0.5308525531868771,-0.13119449064277725,0.20430338106152662,-0.004547200311008941,0.1841137970641297,0.1876118961001437,0.014832299152883192,-0.31404465702515866
20,1.0,1,move_to,-0.07029540353554627,-0.07777066480960963,0.9658668661259991,0.9979635357994059,-0.0076258101511616425,0.06320101126666408,0.0040324197643929124,0.9807273215303169,-1.0,0.006417255057843895,-0.0169029927272656,-0.008550302590235226,0.0,0.0,0.0,-0.0905523056625136,0.4020529048911473,-0.043143296677961525,-2.4629874446793236,0.1601320927051643,2.9893464556448834,0.5152076326162606,-0.1339698579404282,0.20417062076726153,-0.0022467163230683288,0.1874047220770045,0.1831194878476111,0.011226205505692899,-0.31049727323525206
21,1.05,1,move_to,-0.06865103009893914,-0.08213168273219285,0.9635721809597377,0.9979615571447583,-0.007723290285563192,0.0632166711752701,0.0040906886817153815,0.9815534571345548,-1.0,0.006421091299092957,-0.016911688511822075,-0.00853020387844382,0.0,0.0,0.0,-0.09735955106398084,0.4125918040277189,-0.04337991782129088,-2.453270872426176,0.16913543763373687,2.989941808498199,0.49975029820664507,-0.13634259725816944,0.2040344676705802,-0.0005888772403768986,0.19065903024225167,0.17822221723198184,0.007665231815708066,-0.3066060570966359
22,1.1,1,move_to,-0.06700965944233692,-0.08651100034695564,0.9612806821232663,0.9979594447866533,-0.007813022086657809,0.06323546422691244,0.00414479323890213,0.982344178038828,-1.0,0.00642720213565776,-0.01691986736502754,-0.008509357264639455,0.0,0.0,0.0,-0.10427623190588751,0.42312367263626155,-0.04353224972879031,-2.44338822144859,0.17789009210744217,2.9903596841779323,0.4844964901728542,-0.1383276801560099,0.2038873966713372,0.0008111923224665036,0.193924498596933,0.17311895216975953,0.004075885932770255,-0.30240232898890357
23,1.15,1,move_to,-0.06537042034760877,-0.09090702844613684,0.9589927971407761,0.9979571941218547,-0.007895107525752445,0.06325747367556894,0.004194997231815526,0.9831010025891934,-1.0,0.006436240691604673,-0.01692719882958609,-0.008487917621147804,0.0,0.0,0.0,-0.11128317576534243,0.43364867535585844,-0.043616566709877555,-2.4333392449400093,0.18638584230198577,2.9906012556698975,0.46946112752175606,-0.1399465345433057,0.203779212384234,0.0019505900674856678,0.19711479681056718,0.16785013454617895,0.001037588377804277,-0.29791053671877166
24,1.2,1,move_to,-0.0637317137151323,-0.09531854595594699,0.9567087316455973,0.9979541221540686,-0.007970045312524598,0.06329315058511972,0.004245649823833239,0.9838253840247955,-1.0,0.006448521497457596,-0.016933649227854255,-0.008465701053357503,0.0,0.0,0.0,-0.11836238079193401,0.4441697850762101,-0.043645191733796274,-2.4231332951845896,0.19461639617933932,2.990702550058623,0.4546577172921386,-0.1412268289697549,0.20378686057660808,0.0029660655249082357,0.19987236708388564,0.16252921652639613,-0.0005101362598901872,-0.2931587306678157
25,1.25,1,move_to,-0.062095717719719036,-0.09974235299512815,0.9544257685593387,0.9979491920092619,-0.008038828979312388,0.06335821752052952,0.00430391325688472,0.984518713389871,-1.0,0.006464297642308734,-0.016939228043803205,-0.008442476489257921,0.0,0.0,0.0,-0.12549749411509184,0.4546923686355413,-0.04362316372609407,-2.412796099061836,0.20258214935062982,2.9907273112475132,0.4400980260997437,-0.1422050615329059,0.20383891059369028,0.0039226637639135625,0.20222217526413244,0.15727069768137775,-0.0018024272883671712,-0.2881964877049911
26,1.3,1,move_to,-0.06046628721252029,-0.10417460239775389,0.952141130486348,0.997942297972071,-0.008102876671865239,0.06345394351296413,0.004371539833442212,0.9851823222023517,-1.0,0.006485093820470559,-0.016944150125754155,-0.008416610639420131,0.0,0.0,0.0,-0.1326739817494365,0.4652181096274466,-0.0435562027974789,-2.4023424614702273,0.21028572780617777,2.9906964921168546,0.42579084919368837,-0.14291425004603503,0.20389675252934486,0.004762023944362651,0.20441680620029673,0.1520648541225546,-0.0029857425071436513,-0.28308557542437873
27,1.35,1,move_to,-0.058844167486003816,-0.10861336770346394,0.9498543004386871,0.9979332335269805,-0.008163413256686321,0.06358307989739917,0.004451073707094712,0.9858174847008082,-1.0,0.006513602508029637,-0.016948601261825777,-0.008385576762216643,0.0,0.0,0.0,-0.13987828008390552,0.47574756396593054,-0.04345187887669603,-2.3917799520612606,0.21772960685543238,2.9906257083196537,0.4117423878861999,-0.14336937949714626,0.2039481771366066,0.005470643581616476,0.20653947361121974,0.14691189108758174,-0.004087315034252591,-0.2778652649896693
28,1.4,1,move_to,-0.0572289917273205,-0.11305956282840512,0.9475661192149545,0.9979218210652885,-0.008221844243143732,0.06374769902434539,0.004546557827667751,0.986425420242534,-1.0,0.006552624143586194,-0.016952610091541667,-0.008346983162619354,0.0,0.0,0.0,-0.14709423570643881,0.4862801616036947,-0.04332485175967061,-2.381111368148675,0.22491583520570357,2.9905235606408254,0.39795646188637884,-0.14352435580313344,0.20397225706453473,0.005996671880267715,0.2086845183166825,0.14182519994412862,-0.005228469444746314,-0.27256220547180543
29,1.45,1,move_to,-0.055618193610314316,-0.11750825914093768,0.9452781318490332,0.9979083191938505,-0.008277508930886128,0.06394374441397106,0.004654769588606153,0.9870072963470269,-1.0,0.006606242693631054,-0.01695569759810644,-0.008298305636358172,0.0,0.0,0.0,-0.15431177109308525,0.4968136254977568,-0.04317628401038902,-2.3703291007192573,0.23184683658025682,2.9903714364340197,0.38443895222867264,-0.1434988226205748,0.20395707602936097,0.006390016754610788,0.21102748323553144,0.13671938569504455,-0.006683754240835857,-0.2671431929630725
30,1.5,1,move_to,-0.05400726671731813,-0.12195695388953352,0.9429936565656034,0.9978931917728624,-0.008329978928801909,0.06416408786215559,0.004770649141491348,0.9875642303043025,-1.0,0.0066788767520500735,-0.01695822217011096,-0.008234762058498242,0.0,0.0,0.0,-0.1615242975904841,0.5073437792905291,-0.04301002987950087,-2.359415919148447,0.23852005711066507,2.990131710640015,0.3711960329972793,-0.14333727322296616,0.20385784123385098,0.006601979541570132,0.21374476984012256,0.13150635576827244,-0.008772069909480823,-0.26161086210882706
31,1.55,1,move_to,-0.05238950877764488,-0.12640694053895096,0.9407181786096183,0.9978765618115367,-0.008378855130206898,0.06440670906240509,0.004892647712894445,0.9880972911993954,-1.0,0.006777208582839608,-0.016960214047728767,-0.008149882408962049,0.0,0.0,0.0,-0.16872394244019295,0.517865491326964,-0.04283605847578195,-2.3483533455680843,0.24492981162405766,2.9897761349124394,0.3582332112638665,-0.14299851123019183,0.20365129811564459,0.006600740776552604,0.21681234478559722,0.1261776308409254,-0.011381991002303846,-0.25596682109400437
32,1.6,1,move_to,-0.05075697941966703,-0.13085937955386967,0.93845847822773,0.9978583946026781,-0.008423175642942305,0.06467204146762141,0.005020108112700638,0.9886075022784452,-1.0,0.006912794541276067,-0.01696062554313783,-0.008034329643197646,0.0,0.0,0.0,-0.17590068310308068,0.5283721069548838,-0.04266501726738423,-2.3371229283496344,0.2510704788146748,2.9892799584713217,0.3455566909884547,-0.14243858973704204,0.20330495058971615,0.0063776157938735395,0.22024611024037896,0.12073711217189421,-0.014480728302860438,-0.2501846680282658
33,1.65,1,move_to,-0.049169205059166846,-0.13518162799854927,0.9363017362076833,0.9978413876332956,-0.008415712538816912,0.06492985812720395,0.005084725371466954,0.9890958493561058,-1.0,0.006556979419667028,-0.01564062044613032,-0.007258478227729959,0.0,0.0,0.0,-0.18298149365809135,0.5384468626737778,-0.04237410695653621,-2.326097168478574,0.25693453873393396,2.9885073041290435,0.3332437038918658,-0.13947195711253602,0.19016225903570602,0.009241935885916375,0.21155003754497076,0.11448034769514628,-0.020408668543592835,-0.24138061850646714
34,1.7,1,move_to,-0.04784451124094221,-0.1389754459842719,0.9345029999574532,0.997832865842592,-0.008238309424771995,0.06509669043126504,0.004911516779593747,0.9895632910601931,-1.0,0.004969205059166842,-0.011318372001450722,-0.005101736207683283,0.0,0.0,0.0,-0.18972844299809466,0.5468408445639382,-0.04164413938150798,-2.3165242419831173,0.2624413603695635,2.9872189601631747,0.3216052158027199,-0.12992860134821457,0.1460385071183047,0.018879560960295784,0.17066978833415483,0.10505143342378132,-0.029782492725330123,-0.2232120318992559
35,1.75,1,move_to,-0.04691287341389204,-0.14204848081233779,0.9331982196615238,0.9978317611126473,-0.007885272507786749,0.06518627357418004,0.004510956641513824,0.9900107382469809,-1.0,0.0036445112409422067,-0.007524554015728102,-0.003302999957453201,0.0,0.0,0.0,-0.19589018731387767,0.5529705516500573,-0.04048425436332208,-2.3091642329499487,0.2673618701640185,2.9856534220612527,0.3110827557094446,-0.11651248625031056,0.10237418818812631,0.025802552636875153,0.12579550595745762,0.09124795355033269,-0.03105407747308125,-0.19726403688945884
36,1.8,1,move_to,-0.04632706667954234,-0.14441949972905624,0.9323146969819688,0.9978328093568584,-0.007420244855313302,0.06525849637088164,0.003994144301023469,0.9904390445930319,-1.0,0.0027128734138920363,-0.004451519187662206,-0.0019982196615238035,0.0,0.0,0.0,-0.20132334287665085,0.557144520353834,-0.03902804807557743,-2.3039122895917257,0.27153792868802984,2.9841966798625794,0.3019827816557487,-0.10110280044971832,0.06800410523957373,0.03045931394637655,0.08681990643180305,0.07549017801195917,-0.02578838380684543,-0.16679251826818678
37,1.85,1,move_to,-0.04608647263280927,-0.1459311513486618,0.9304805738072298,0.9978738842590851,-0.0068372784883445024,0.06473148242055721,0.003286018897475813,0.9908490342684158,-1.0,0.00025232490830742423,-0.00024680093254641437,-0.011994808103523037,0.0,0.0,0.0,-0.2059959789607792,0.5633230865781537,-0.03691991559334834,-2.298859451740281,0.2750330474576215,2.9837005275600217,0.2945445025238697,-0.08653132029295267,0.150507563926073,0.04933893267823159,0.10503788693612656,0.06541119303861717,0.007007838063643734,-0.1316653254908961
38,1.9,1,move_to,-0.045907953088485894,-0.1468480343861831,0.9277220247040917,0.9979235805541772,-0.006353384637309859,0.06404187264575602,0.0026077625667528105,0.9912414799558372,-1.0,0.0002279722380355142,-6.87429533265657e-05,-0.011997637395131301,0.0,0.0,0.0,-0.21004977368457683,0.5716134335628221,-0.03432670910666373,-2.29350780869713,0.27809863027934933,2.9849002687047346,0.2886822849682856,-0.07596086723427865,0.16679694388276756,0.053220079499592086,0.10138636070436871,0.05741845901234535,0.03795413164667062,-0.10425582021618353
39,1.95,1,move_to,-0.04575072910522472,-0.14748482324277695,0.9247541108169963,0.9979590699047389,-0.006030944334462603,0.06353683870263707,0.0020958609155751835,0.9916171087343693,-1.0,0.00021230487060455315,4.326195831879883e-05,-0.011998043800756855,0.0,0.0,0.0,-0.2136422359187497,0.5803375785597061,-0.03162285432489404,-2.288490599266924,0.2807599158336771,2.9873783730439594,0.28400995280865876,-0.06799325371881493,0.17043484150144847,0.05432259004787712,0.09322251052573813,0.04930779410356358,0.05874401886128853,-0.0836499209637566
40,2.0,1,move_to,-0.04563550430514528,-0.14792429024613069,0.9217041330696801,0.9979843747088476,-0.005816281861836474,0.06316969591664423,0.00171703817427999,0.9919766364036747,-1.0,0.0001988706072329469,0.00012629697582144294,-0.011997687258612683,0.0,0.0,0.0,-0.2168912217991637,0.5891641472570576,-0.028883569800055697,-2.2838503981686213,0.28301411158242656,2.9907210781178275,0.2802576471924138,-0.06214788283614433,0.17142406511313327,0.05474236865066924,0.08650564853955577,0.04119881218205528,0.0729415561289678,-0.0672172196375644
41,2.05,1,move_to,-0.045553463316888955,-0.14821735395711547,0.9186104204675054,0.9980027475976044,-0.0056749042543538745,0.06289866846988516,0.0014383163944837393,0.992320750848431,-1.0,0.00019028692633673086,0.00018880041820575926,-0.011997005680074951,0.0,0.0,0.0,-0.21989226330866168,0.5980234141675922,-0.026129665984546243,-2.2794914879394397,0.28486137985947807,2.9946552690468384,0.2772572103422728,-0.0580061402234865,0.17185033812119965,0.054935801400263946,0.08187487064816587,0.0330814966868101,0.0826620589467868,-0.05346133510886153
42,2.1,1,move_to,-0.04549298934495138,-0.1484010640356835,0.9154897883319828,0.9980163984250355,-0.0055862591297161845,0.062694018482139,0.0012337869411648183,0.9926501111887455,-1.0,0.0001857499419775404,0.00023569046453533982,-0.011996247203354158,0.0,0.0,0.0,-0.22272101764354366,0.6069005491878889,-0.023368905992011278,-2.27531796955899,0.28630002560966755,2.998991798852616,0.2748973363749217,-0.05519629177707808,0.17215612222710558,0.05502922630825095,0.0789501348593677,0.02490283529460415,0.08923032112445077,-0.041536999527430736
43,2.15,1,move_to,-0.045445108735602646,-0.1485030713314,0.9123518053603353,0.9980268408131583,-0.005536757453549092,0.06253474802592585,0.0010838001387071226,0.9929653487728323,-1.0,0.0001840092833289335,0.00027054625943703347,-0.011995538558362164,0.0,0.0,0.0,-0.22543592148887817,0.6157923496208824,-0.02060541619288582,-2.271256053424476,0.2873263279806458,3.0035968106420126,0.27310012692375824,-0.05340274867012936,0.17243472101791024,0.05505576739900134,0.07727642845344036,0.01663673016399014,0.09355965133605862,-0.03092350602861389
44,2.2,1,move_to,-0.04540367743068201,-0.14854414360860643,0.9092026041745983,0.9980351171162201,-0.005516695506411633,0.062406113703424616,0.0009736765048359348,0.9932670682488484,-1.0,0.00018403778710563117,0.000296071182142308,-0.011994935262352279,0.0,0.0,0.0,-0.2280810080950303,0.624698032486613,-0.017842577965140455,-2.2672526314555475,0.28793622294528864,3.008375211552447,0.27180885457493,-0.052364728609056596,0.17270501745919703,0.05501588594675932,0.07648834284023943,0.008293721141002445,0.09629905478678853,-0.021281722005281386
45,2.25,1,move_to,-0.045364740379375504,-0.14853989619972718,0.9060462536978355,0.9980419387071606,-0.005519330379339328,0.06229790697104286,0.0008923905213167722,0.993555848015059,-1.0,0.00018508938756246342,0.0003143278082337369,-0.011994454549815207,0.0,0.0,0.0,-0.23068839625498633,0.6336172931982398,-0.015083901993734326,-2.2632704144124016,0.2881293568865882,3.0132595820792183,0.27098022117257914,-0.05184225706901282,0.17297210840688393,0.05493877770349542,0.07631833728597567,0.00047161944906255325,0.09791871985376559,-0.012508826844789612
46,2.3,1,move_to,-0.045329281312420165,-0.14850245016955835,0.902883739820397,0.998047161934365,-0.005583008622451866,0.062209500946744246,0.0008188781574363979,0.9938322409773857,-1.0,0.00018664937116675434,0.0003268928850296036,-0.011994094507463249,0.0,0.0,0.0,-0.23327172961613324,0.6425522125898934,-0.012326752397021301,-2.2592862946983616,0.288075784049906,3.018210216250255,0.2705175540497656,-0.05143647204950721,0.17333646602046923,0.05485231634092427,0.07642818561840178,-0.002681651993604178,0.09910540855386554,-0.006676138300592208
47,2.35,1,move_to,-0.045300764959354214,-0.14844610883853446,0.8997143774047535,0.9980510426541941,-0.0056896770506958206,0.06213839294095271,0.0007509691400779082,0.9940967786210275,-1.0,0.00018894678569451095,0.0003350418703384228,-0.0119938336680686,0.0,0.0,0.0,-0.23584554816223197,0.6515063784241435,-0.009581060042363589,-2.2552899327938727,0.28781199703458077,3.023210055647453,0.2703197087133688,-0.0514377583798688,0.17371800492415326,0.05456829764038144,0.07674100024833654,-0.0076479158315808675,0.09991982354901166,-0.0017041898113814569
48,2.4,1,move_to,-0.045278504217975836,-0.14837963882441602,0.8965396292259336,0.9980541700611566,-0.005785574478560682,0.06207995854323064,0.0006924584887771314,0.9943499697511778,-1.0,0.0001926916975477491,0.00034067128729268993,-0.011993615509249517,0.0,0.0,0.0,-0.23842966348116248,0.6604793544731019,-0.006851004568454467,-2.2512704090841216,0.28728901539793417,3.028238280572982,0.27030378519267245,-0.05186303572971741,0.17408299649982253,0.05423670425663013,0.07726582321021566,-0.012685800900554954,0.10030743360464454,4.2307315867680785e-06
49,2.45,1,move_to,-0.045264689551531775,-0.1483156318736967,0.893360273625992,0.9980570221005983,-0.0058128342150206,0.06203208192793496,0.0006421882581355925,0.9945923013829244,-1.0,0.0001979646728720852,0.0003450168101257506,-0.011993405412518386,0.0,0.0,0.0,-0.24104742707969998,0.669470844027524,-0.004137082195498171,-2.2472181334770314,0.28653648405802323,3.0332753279526834,0.27030679051160783,-0.05274852434617198,0.17445282145042326,0.05396852920715456,0.07795836365895538,-0.016913459768686967,0.1003611372624513,8.688432610208287e-05
50,2.5,1,move_to,-0.04526041608556698,-0.14826090272778628,0.8901764699372433,0.9980595733642409,-0.005785060057403469,0.06199409961311912,0.0005938933231243497,0.9948242395945838,-1.0,0.00020541989223040778,0.0003503057800166095,-0.011993126720266195,0.0,0.0,0.0,-0.24371744965344247,0.6784814261403974,-0.0014338914364280797,-2.2431263333608946,0.2855767899596659,3.0383086205181544,0.27032253550257807,-0.053917483383823864,0.1748381232833632,0.05381497885956453,0.07875192006316074,-0.021019676592245528,0.10024005409230628,0.0007652654333905904
51,2.55,1,move_to,-0.04526491725976903,-0.14821604513975117,0.8869882982993632,0.9980616758902152,-0.005731011642357526,0.06196573168929385,0.0005428821044395484,0.9950462302172531,-1.0,0.0002156329646587755,0.000358075175241481,-0.011992717981901694,0.0,0.0,0.0,-0.24644884317808613,0.6875118430010515,0.0012632414594229324,-2.2389912227935773,0.28439798724145793,3.043332132140939,0.27041530699171046,-0.05517473408259038,0.17523589360956743,0.05371818826983642,0.07959783147223037,-0.025671455527011378,0.1000422322341477,0.0030182744640408006
