step,t_sim,cmd_index,primitive,eef_x,eef_y,eef_z,eef_qx,eef_qy,eef_qz,eef_qw,gripper_aperture,gripper_cmd,dpos_x,dpos_y,dpos_z,drot_x,drot_y,drot_z,q0,q1,q2,q3,q4,q5,q6,dq0,dq1,dq2,dq3,dq4,dq5,dq6
52,2.6,1,move_to,-0.04527655325984921,-0.1481790091234902,0.8837959776460672,0.9980632592997514,-0.005666518980417247,0.0619466161608366,0.00048759083485938544,0.9952586998248155,-1.0,0.0002289125494894132,0.00036887773615816994,-0.011992144439609335,0.0,0.0,0.0,-0.2492426411964981,0.6965625921784656,0.003954538526857975,-2.2348106243901094,0.28296955679208474,3.0483427556958653,0.2706444824995489,-0.056401787178096005,0.17564062509903175,0.05358012317458833,0.08048051211283279,-0.03094690778417143,0.09978884005394169,0.006144228223067203
53,2.65,1,move_to,-0.04529373688500906,-0.1481478706626666,0.8805998175367046,0.9980643262090597,-0.0055954054713269795,0.061936330013396886,0.000428031468321183,0.9954620566998396,-1.0,0.00024544387408624775,0.0003827980642158972,-0.011991381194287259,0.0,0.0,0.0,-0.2520954333201309,0.7056339816874624,0.006636385567797977,-2.23058254296748,0.28126367440910166,3.0533374645196174,0.27104569858578725,-0.0575308214702732,0.17605038018554453,0.0533437992093921,0.08140505878971638,-0.03671275948813661,0.0994686290255727,0.00985658806649739
54,2.7,1,move_to,-0.045314952490260046,-0.14812097986785586,0.8774001541881233,0.9980648940705362,-0.005518882978219222,0.06193445184684911,0.00036445722798891247,0.9956566916310812,-1.0,0.0002654733699828127,0.00039997350744031413,-0.011990393866890941,0.0,0.0,0.0,-0.2550010064669895,0.7147262925562862,0.009302988374671353,-2.22630457414828,0.2792597308596043,3.0583125569387013,0.2716438667545295,-0.058514950712311636,0.17646561825651913,0.052975884810938866,0.08238139375931323,-0.04282166235781458,0.09906728048307922,0.013992734766125232
55,2.75,1,move_to,-0.04533870861436083,-0.14809686195919855,0.8741973189586059,0.998064982325634,-0.005437510475962033,0.06194058662678466,0.00029709171028073725,0.9958429786583589,-1.0,0.000289334856715297,0.00042065108773833973,-0.011989134164028447,0.0,0.0,0.0,-0.25795115003863134,0.7238398480328795,0.011947258964577495,-2.221973803568446,0.27694398290894245,3.063263682537138,0.27245708350299297,-0.059319885124459855,0.17688734418396357,0.05245632131149894,0.08341953902343158,-0.04914627238708678,0.09857312647083763,0.018437066025913322
56,2.8,1,move_to,-0.04536349811008682,-0.14807413141590464,0.8709916304919536,0.9980646090672987,-0.005351621062930417,0.06195437967243034,0.00022609454274792842,0.9960212757869912,-1.0,0.00031746886514712696,0.0004452007718128522,-0.011987535601300187,0.0,0.0,0.0,-0.2609361825004198,0.7329750238288434,0.014561364407343043,-2.2175868208937928,0.27430846523193475,3.0681859824751774,0.273498390622692,-0.05992024818311026,0.17731651085794564,0.05177415011482976,0.08452899504479369,-0.05558146759013725,0.09797722009936068,0.023100648307778728
57,2.85,1,move_to,-0.04538775878940844,-0.14805141995279725,0.8677833966517096,0.9980637897506212,-0.0052614268177774495,0.06197552745872313,0.00015156741425947123,0.9961919256728388,-1.0,0.00035045345977211315,0.0004741389745777913,-0.011985506856421222,0.0,0.0,0.0,-0.26394533145365884,0.7421322425377848,0.017137121778484924,-2.2131397364038357,0.27134996253949856,3.0730742065265146,0.27477689354607365,-0.06029718975006168,0.17775391468384089,0.05092521034255384,0.08571904757079186,-0.06204103141009927,0.09727256699674512,0.027913518059194276
58,2.9,1,move_to,-0.04540982973525798,-0.14802731133372582,0.8645729201601243,0.9980625363001366,-0.005167049808749366,0.06200378874817269,7.356142757198407e-05,0.9963552562786678,-1.0,0.000389051357374187,0.0005081688671769651,-0.01198292132344018,0.0,0.0,0.0,-0.2669670088772184,0.7513119704301914,0.019666300674156638,-2.208628173553034,0.2680691608325051,3.077922792363867,0.2762985950074877,-0.060436514663352425,0.17820033969500085,0.04991060687397542,0.0869993271086544,-0.06845401374661376,0.09645341013586681,0.03282045428187485
59,2.95,1,move_to,-0.04542789855475289,-0.1480002757325534,0.8613605068089714,0.998060856077297,-0.005068530683421594,0.06203899983249599,-7.921291675361453e-06,0.9965115815027573,-1.0,0.0004342825457711428,0.0005482462819895381,-0.011979600355801657,0.0,0.0,0.0,-0.2699889999700682,0.76051472116731,0.022140863704064824,-2.2040472311788712,0.2644699654292899,3.0827259130915263,0.27806705776317014,-0.06032707086582836,0.17865668952446004,0.048735644537553434,0.08838040477253165,-0.0747616965186202,0.0955146488805103,0.037778212313240155
60,3.0,1,move_to,-0.04543993312596462,-0.14796859502845544,0.8581464764757984,0.9980587503943776,-0.004965824704722591,0.06208109784436033,-9.293359605857587e-05,0.9966612017807269,-1.0,0.00048753941071106146,0.000595687277032746,-0.011975285465949647,0.0,0.0,0.0,-0.2729985740784188,0.7697410696022691,0.02455316689897846,-2.1993914080157926,0.260558951933031,3.0874774982726265,0.2800839556857889,-0.059959234412449956,0.17912422328858055,0.047409138558179166,0.0898745953236559,-0.08091526820188169,0.09445132996126983,0.042753751803495554
61,3.05,1,move_to,-0.04544358692183321,-0.14793026696338407,0.8549311793808292,0.9980562121596125,-0.004858784868120113,0.06213015854607833,-0.0001815991470842314,0.9968044046615165,-1.0,0.0005507766953912307,0.0006523480175686212,-0.011969590097233414,0.0,0.0,0.0,-0.2759825174797417,0.7789916762669735,0.026896140833038932,-2.194654476657913,0.2563449156069432,3.0921712297662283,0.2823495608423774,-0.05932330418236517,0.1796047470911485,0.045943094311422024,0.09149702869823548,-0.08687416996148606,0.09325810417131776,0.04772339137480873
62,3.1,1,move_to,-0.04543605818112795,-0.14788286842631299,0.8517150220646512,0.9980532219618115,-0.004747126498183833,0.06218645967803434,-0.00027414297001128636,0.9969414653583775,-1.0,0.0006268410007645833,0.0007209387288880218,-0.011961911122765867,0.0,0.0,0.0,-0.2789270758503629,0.7882673256950108,0.029163477833785673,-2.1898292791160547,0.25183848545847215,3.096800508625086,0.28486321693409666,-0.05840752254877039,0.18010093114135678,0.0443528576653655,0.09326741338902027,-0.09260511685330648,0.09192853652048796,0.052673048339644826
63,3.15,1,move_to,-0.04541386462620423,-0.1478233411546039,0.8484985126717827,0.9980497412258751,-0.0046303602435605355,0.062250591973300046,-0.00037094736953532654,0.9970726472755309,-1.0,0.0007200794581000964,0.0008056054013044241,-0.011951254558054205,0.0,0.0,0.0,-0.2818177736076191,0.7975689827213984,0.03134986580207226,-2.1849073891646413,0.2470517666948296,3.1013583821431605,0.28762386595901324,-0.0571951982720664,0.18061668282866172,0.042658040446342714,0.0952130563580031,-0.09808189735532905,0.09045405715811078,0.057600047976184815
64,3.2,1,move_to,-0.045372453078750014,-0.1477476233225113,0.8452823494407293,0.998045699425503,-0.004507663694678244,0.06232366662447498,-0.00047265712095683285,0.997198202510759,-1.0,0.0008375585990535016,0.0009130966827708021,-0.011935859836688116,0.0,0.0,0.0,-0.28463903525378215,0.8068978663125582,0.03345134989016564,-2.1798785315475397,0.24199796348209682,3.1058374064907923,0.2906307381876713,-0.05565981729987983,0.18115748133603687,0.04088505124578996,0.09737447077004562,-0.1032863101549111,0.08882212756980745,0.0625177172144272
65,3.25,1,move_to,-0.045305453589554005,-0.14764994658231623,0.8420676151689741,0.9980409679138436,-0.004377617681680296,0.06240773968877167,-0.0005803929433827375,0.9973183723331873,-1.0,0.000991780325564104,0.0010553669800592981,-0.011912286611865268,0.0,0.0,0.0,-0.28737343456321535,0.8162555232977553,0.03546601892869061,-2.1747295118937595,0.23669089911391772,3.1102293917879944,0.2938844269517269,-0.05375540546679319,0.18173021740802112,0.039073627645980186,0.09981687512452853,-0.10821126225691136,0.08701263146612233,0.06746592984524535
66,3.3,1,move_to,-0.045220777940101854,-0.14753085246605077,0.8389771226351604,0.9980335406564715,-0.004243817896572254,0.06253461142692172,-0.0006812547616597536,0.9974333877171427,-1.0,0.0011054535895540021,0.0011499465823162358,-0.010867615168974054,0.0,0.0,0.0,-0.2900045325328425,0.8252613535908231,0.0373805248380938,-2.1697399453703072,0.2311626452353442,3.1145048093681975,0.29738042895789657,-0.0515427821763816,0.17044224230854238,0.036848378052316444,0.09336337458089525,-0.11231562997844495,0.08394150039632438,0.07220744370731984
67,3.35,1,move_to,-0.04516789672554537,-0.14740948071958107,0.8363657041468587,0.9980194827814709,-0.004118438020414751,0.0627662468715481,-0.0007407499829371402,0.997543469936719,-1.0,0.001020777940101851,0.00103085246605078,-0.007777122635160394,0.0,0.0,0.0,-0.29252595284517,0.832826700609849,0.03914949998757427,-2.165747492163793,0.22547947929034215,3.118551170462757,0.30109192187508554,-0.04933111807002919,0.13243590049586002,0.033517746972652473,0.0663075728715008,-0.11483179817640636,0.07739392912288795,0.07611157027907911
68,3.4,1,move_to,-0.04517897927826585,-0.1472967572151216,0.8344197290488712,0.9979996728495364,-0.00399922508961802,0.06308789643050072,-0.0007592857662281104,0.997648830792203,-1.0,0.0009678967255453697,0.0009094807195810795,-0.005165704146858685,0.0,0.0,0.0,-0.2949341360409324,0.8384293163331208,0.040743194870684715,-2.1631348356109785,0.21968626515717443,3.1221880256259302,0.3049805894943265,-0.04700421906333596,0.0943091187566167,0.029907226255443366,0.04004809125137351,-0.1167913012807119,0.06777731432680843,0.07933894462637345
69,3.45,1,move_to,-0.04523042984262152,-0.14719844656102055,0.8330644735945343,0.9979772211023061,-0.0038797426675075187,0.06344952005342386,-0.000756414398014286,0.9977496728837697,-1.0,0.0009789792782658457,0.0007967572151215963,-0.003219729048871134,0.0,0.0,0.0,-0.2972216977651902,0.8423118634676483,0.04215502326643509,-2.161657900425758,0.2138087852782423,3.125307115966709,0.30901494960749876,-0.044507669635142987,0.06381182101430714,0.026279691691416647,0.020892917174203215,-0.11818687359683806,0.056834378384872354,0.08195538722724333
70,3.5,1,contact_act,-0.04539008722450494,-0.1471874937453756,0.8323998896205711,0.9979544010587887,-0.003797896748129861,0.06381299525561558,-0.000700731182823524,0.9727029035311913,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29942264964922394,0.8440764674239923,0.0432826015727668,-2.16167276073223,0.20793674720531677,3.1278128777721776,0.313110423439443,-0.04338246123298836,0.016425397956940122,0.02009265458696572,-0.012852898154773112,-0.11694906968193203,0.042894505222676,0.08182439265640802
71,3.55,1,contact_act,-0.04559633981074405,-0.1472359500842067,0.8321775182359263,0.9979360292679504,-0.0037234113698914693,0.06410451627038691,-0.0006547445500481077,0.9174588623965237,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30154844490727506,0.844582006984451,0.044213435071408284,-2.1624143702663736,0.20210781457161228,3.1296147985836944,0.3171818715233752,-0.04159246837532111,0.0057349757300532295,0.017261216418118897,-0.015361774460473368,-0.11609355862852315,0.029886589986906662,0.08109631972433318
72,3.6,1,contact_act,-0.04576682454770704,-0.14730940439005136,0.8320722849923986,0.997923708346894,-0.003637861065526588,0.0643009884590009,-0.0006489755351251555,0.8426216057754332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3035750578268189,0.8447795189540043,0.045012804530650694,-2.163111107102186,0.19635012734613289,3.1308472598918646,0.3212013450873983,-0.03944590956266364,0.002618266182354795,0.014826497151336333,-0.012387911745812245,-0.11408550522613446,0.019984281992621953,0.07975123694391922
73,3.65,1,contact_act,-0.045861198898095715,-0.14735827620479933,0.8320315722273905,0.9979146654837019,-0.003526797894714304,0.06444689902590266,-0.0006923258667884557,0.7608476917133968,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30547080654295883,0.8448416825653766,0.045779792447637024,-2.1636311254666456,0.19072468061910497,3.1316441821244374,0.32515245857680214,-0.03525364972918351,-0.0017822022888056305,0.020373680621211865,-0.008287803224390381,-0.11104548274851186,0.012248283405989002,0.07964450945265465
74,3.7,1,contact_act,-0.045719323341249674,-0.14701941816476827,0.8321508544694084,0.9979009240355157,-0.00325415625800609,0.06467070473859611,-0.0009253241188006609,0.704871637824283,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30701841187064605,0.8445876898810553,0.04689949713448946,-2.16405297355068,0.18523699928994042,3.1320599459170886,0.32924115676280236,-0.028890380563032773,-0.0030233130806878047,0.012639589800776278,-0.008125684862966984,-0.10821935602480841,0.00567625939247351,0.08193615341740863
75,3.75,1,contact_act,-0.04573498107294713,-0.14699849176249016,0.8321610771376335,0.9979002874760208,-0.0031650161167669703,0.06468400294980528,-0.0009892879478950072,0.7001112782931292,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30840814194045946,0.8445414985634664,0.047373288978051833,-2.1643354147484253,0.17996273126263537,3.1322388562202885,0.33324141125887113,-0.026688043987947083,-1.782037394454708e-05,0.007894456453286793,-0.004148411296389482,-0.10286457048693365,0.0015719625762592713,0.07797112409992678
76,3.8,1,contact_act,-0.04573914086553306,-0.14697297266289813,0.8321529456422408,0.9979026408581321,-0.0030754150963658257,0.06465082948150731,-0.0010636906047243864,0.6960125814247725,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3096652831987285,0.8445413539610697,0.04778717121037584,-2.164501153397246,0.17497685315805478,3.132257434561303,0.33704513750447024,-0.02386078130220327,1.1842019393391455e-05,0.007418269004581885,-0.003193159861774707,-0.09673361308838369,3.093335902539222e-05,0.07410060124049858
77,3.85,1,contact_act,-0.04574097837411725,-0.14694604412879742,0.8321453200969975,0.9979053006284052,-0.002991812407784191,0.06461265375195849,-0.0011247272458451152,0.6918410128133756,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3107923857549573,0.8445419323960356,0.048135948442393627,-2.164645200532292,0.17030985307743624,3.1322581254487747,0.34063316588296816,-0.02141172864125078,7.818486446870046e-06,0.0060942366441931895,-0.0028483833252587786,-0.09020111345838978,1.4617851051801496e-05,0.06938710363263074
78,3.9,1,contact_act,-0.04575165435891447,-0.14695957616361793,0.8321390699288678,0.9979081254199976,-0.0029163702468439586,0.06457199623974319,-0.0011512197632939003,0.6902238508766606,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3118190078866396,0.844542078960502,0.04838137147955372,-2.164771707123482,0.16597267627636025,3.1322584635658757,0.34394420165090495,-0.01968522342885473,2.933954404298458e-07,0.004411881928844366,-0.002284986589699416,-0.08345833008261638,9.346251640034064e-07,0.06348851773194372
79,3.95,1,contact_act,-0.04576033824082851,-0.14698226359002584,0.8321352758268408,0.9979106200138299,-0.002837093132600354,0.0645366954878165,-0.0011663197169810016,0.6892083329063734,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31275808965724766,0.8445421183259573,0.04858960910809478,-2.1648793810747438,0.16197645307363598,3.132258110064502,0.34697044605515914,-0.017960481760036024,7.163365709645159e-08,0.003949427019855043,-0.0020142155788375276,-0.07662132389097218,-7.002554273067868e-06,0.05794249841849872
80,4.0,1,contact_act,-0.04576755032631204,-0.14700416464977567,0.8321325378794686,0.9979128499084768,-0.002755727097001622,0.06450553297751573,-0.0011773576321043415,0.6882788367502257,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3136133028205126,0.8445421623574176,0.04877496046182,-2.1649743426146997,0.15831804495995974,3.1322575154525447,0.3497246379018451,-0.016330303341182933,5.18474099653862e-07,0.003505031542296299,-0.0017725964287013624,-0.06995931332304357,-1.1469085525753876e-05,0.05260374182146732
81,4.05,1,contact_act,-0.04577390904926139,-0.14702615253481566,0.8321306002422321,0.9979148470031839,-0.002674002168635334,0.06447793698896215,-0.0011846875791740538,0.6873804393900929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.314389726066855,0.8445422279770919,0.0489385193562802,-2.165057983885268,0.15498554835803555,3.1322567228758667,0.35221762252099215,-0.014812188641001015,9.641416858158216e-07,0.00306463021230755,-0.0015761545375224566,-0.06358246470341732,-1.567423981033446e-05,0.04748990707751057
82,4.1,1,contact_act,-0.0457803324938021,-0.14704924672442163,0.8321291134063056,0.9979166624907121,-0.002592667865199012,0.06445308512448855,-0.0011885346749200899,0.6864975820051455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3150933183413337,0.8445423147845718,0.049081398113284345,-2.165132059874135,0.1519630234784978,3.1322557661681345,0.3544614482879776,-0.013408177912518422,1.629923056881981e-06,0.002700791400350322,-0.0013768938782979447,-0.05755535687822865,-1.890989983752964e-05,0.042638323814381145
83,4.15,1,contact_act,-0.045786028806273214,-0.14707253654311211,0.8321282432449844,0.9979182712738053,-0.0025111485181054894,0.0644313759644095,-0.001189866526839544,0.6856215341842818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31572942687660055,0.8445424347835379,0.049207170856907845,-2.1651965398211552,0.14923176653050504,3.132254657448155,0.35647055252892557,-0.01211034099872366,2.367087105368724e-06,0.002374873590929444,-0.0012017069847378218,-0.0519182468258738,-2.218564191638108e-05,0.03809365627016803
84,4.2,1,move_to,-0.04593346562649078,-0.1470507614193287,0.8344731667161347,0.9978763655529767,-0.0024347641347538173,0.06508381183014571,-0.0009635517878009403,0.6892442497374691,1.0,0.0002663721173838616,9.615699958613593e-05,0.01999799489265139,0.0,0.0,0.0,-0.3163539586809956,0.8372968934961682,0.04945918908456607,-2.170782832663337,0.1470311843787801,3.132036787351191,0.358307266263136,-0.012221899685916126,-0.22530780252994873,0.0056772816571662756,-0.17360556389964268,-0.038867916010098674,-0.014647269261987323,0.035519735519812454
85,4.25,1,move_to,-0.046369983662243125,-0.14695387059624107,0.8388746620554342,0.9978190872499774,-0.0023593519471992266,0.0659625213664169,-0.0006695916631117269,0.6898195642592416,1.0,0.0002969763112537427,9.435612232140762e-05,0.01999757240248762,0.0,0.0,0.0,-0.3169203054713493,0.8241665477020175,0.04971251586275692,-2.180738440082206,0.14526859546107782,3.1306848601515633,0.3600006049862164,-0.010195486173004123,-0.2724287807903871,0.003836453453453049,-0.20272723763949427,-0.032705286393965284,-0.03927439268916803,0.032314516907677
86,4.3,1,move_to,-0.0468398376691527,-0.14685860139291348,0.8437056804198946,0.9977700836724329,-0.00227981031357135,0.06670438391928074,-0.00043331188364205647,0.6891553072009653,1.0,0.0003862995076486695,8.07978377509523e-05,0.019996105730861826,0.0,0.0,0.0,-0.3173663159447853,0.8097745637229391,0.04985902611542132,-2.1911775761149714,0.1437972171154891,3.128257273104133,0.36151180226698604,-0.007478373673560804,-0.2831432168977607,0.0015387531380925054,-0.1999818107151221,-0.026882254321102746,-0.058048966434196936,0.028234717270470396
87,4.35,1,move_to,-0.04724346589385224,-0.14678596242776085,0.8486561652845632,0.9977274545079347,-0.0021956229620257793,0.06734275806996855,-0.00024227351176135423,0.6882867582113024,1.0,0.0004910077725533802,6.669958279120574e-05,0.01999386062102434,0.0,0.0,0.0,-0.31766644628225876,0.7950842636463441,0.04989663336212374,-2.201296716804629,0.14264263090951065,3.124987570858512,0.36279430414782926,-0.0045137939715645834,-0.28593218617891203,-9.081319160134833e-05,-0.19160055301439063,-0.019917287731778154,-0.07308819958624359,0.023204736422006527
88,4.4,1,move_to,-0.04756787609251585,-0.14671744822799554,0.8536547091884996,0.9976892113661477,-0.002106550848076821,0.06791016199318253,-9.932359715449882e-05,0.6873528845441454,1.0,0.0005933295749090008,5.574892954970361e-05,0.019991119330152386,0.0,0.0,0.0,-0.31782160551119193,0.7803129208322042,0.04986967393854264,-2.210980020050415,0.1418714769711274,3.121038523505743,0.3637962298261013,-0.0015729135746224054,-0.28675815844614366,-0.0016404279255426905,-0.18304647947758418,-0.011707951293239075,-0.08528411863192283,0.01700575362488953
89,4.45,1,move_to,-0.04782887963217736,-0.1466677909263608,0.8586795130695519,0.9976542826396405,-0.00201751208384095,0.06842413184293517,1.2542543548504316e-05,0.6863967983770135,1.0,0.000690112693763271,4.455739411242946e-05,0.019988040401913758,0.0,0.0,0.0,-0.31783381915948794,0.7655187651100561,0.04975941366312088,-2.2202430401819355,0.14153256824359145,3.116526990020074,0.36445856262151843,0.0009238378623034448,-0.28696277835428313,-0.003268299227240177,-0.1750607947431156,-0.0027673540059731036,-0.09560537960508121,0.009624584334946607
90,4.5,1,move_to,-0.04803928662694277,-0.14664619927587944,0.8637217793571007,0.9976219730648884,-0.001897909319918655,0.06889692319680553,0.00010378990588617207,0.6854314230486254,1.0,0.0007838448933121116,3.6243158799159455e-05,0.01998460091211903,0.0,0.0,0.0,-0.31773714849068874,0.7507241027334006,0.04956600009997242,-2.2291152087488313,0.1415440001254974,3.1115313982891073,0.36475834380707933,0.0031128856715996224,-0.2868508320493184,-0.00512847340234948,-0.1676415273335718,0.0021079558314892103,-0.104616898028675,0.0030134953873937396
91,4.55,1,move_to,-0.04820350914878134,-0.14664349122100123,0.8687770093221515,0.9975918060199371,-0.0017460456243603168,0.06933618581940289,0.00018227060513261036,0.6844602028176947,1.0,0.0008769243293377219,3.339310512805669e-05,0.019980737939854613,0.0,0.0,0.0,-0.31751555496148093,0.7359408806327137,0.04927761845746002,-2.2376205666960387,0.1418214286532073,3.10610731886207,0.364795308217912,0.005994762300962525,-0.28655937888512967,-0.00706466477949316,-0.1606455957151607,0.008211881419767504,-0.1126450645714886,-1.839968145057468e-05
92,4.6,1,move_to,-0.048323509775355544,-0.14664463461256064,0.8738421596381776,0.9975630651376969,-0.0016723700784282095,0.06975009204658394,0.0002427156688858541,0.683483717179903,1.0,0.0009703090490494541,3.477719795870595e-05,0.01997641837006411,0.0,0.0,0.0,-0.31712304320356166,0.7211774712058634,0.04888155236631026,-2.245778820757297,0.14240217662981383,3.1003008823924763,0.36478253771541613,0.009895165955560161,-0.28610964921510607,-0.009486666221175803,-0.15400791330877436,0.014263546044940711,-0.11982309071864697,-0.0008500754923041318
93,4.65,1,move_to,-0.04840184121446871,-0.14664261592432323,0.8789146581288222,0.9975354794610269,-0.0016470615666731919,0.0701439114439631,0.0002934143738553826,0.6825015746596762,1.0,0.0010645738965277276,3.734057670645116e-05,0.019971612055619422,0.0,0.0,0.0,-0.3165147682539801,0.7064418093045132,0.04835015344395977,-2.253604140507928,0.14330927341969343,3.0941484048022048,0.3646521196026806,0.014541082970317488,-0.2855046929033424,-0.012444556055252683,-0.14758653272969238,0.021293252313984566,-0.1263930892956558,-0.004596152240157684
94,4.7,1,move_to,-0.048441780872180894,-0.14663744929978534,0.8839923290487787,0.9975088167837105,-0.0016344118345549285,0.07052215091643357,0.0003396569376249289,0.6815130405947624,1.0,0.001160609343879582,3.9392581943748376e-05,0.019966257390291932,0.0,0.0,0.0,-0.31565951621275806,0.6917417609894692,0.047659411765357616,-2.2611047389498107,0.14459785000623726,3.0876756757019925,0.3642917081604852,0.019719831625437032,-0.28474552666317493,-0.015840065805409937,-0.14129371413961717,0.029415722828432366,-0.13252019834198586,-0.009855781952155343
95,4.75,1,move_to,-0.048445907741425376,-0.14663020631631732,0.8890733222104049,0.9974828253428779,-0.0016260819271470852,0.07088880530732102,0.0003824730788353529,0.6805171495285435,1.0,0.0012597814213281128,4.082155100933141e-05,0.019960242593000964,0.0,0.0,0.0,-0.31453363034109805,0.6770852954311827,0.046787805850563066,-2.268285579912233,0.14631199783546658,3.080902378385864,0.36364631129079417,0.025322853052241606,-0.2838279745795039,-0.019663988909249315,-0.13508180879273302,0.03821413980347985,-0.13829363167997413,-0.015888923180452548
96,4.8,1,move_to,-0.04841608887611494,-0.1466223065709016,0.8941559853660724,0.997457273698703,-0.0016196018231948925,0.07124735902530477,0.0004217432908057196,0.6795126654872158,1.0,0.0013636709660314337,4.181875442640606e-05,0.019953412056292055,0.0,0.0,0.0,-0.3131179459065417,0.6624807753442438,0.045713658485235405,-2.275149513465798,0.14847357468922912,3.0738446485798248,0.36268929266820193,0.031274106025636746,-0.2827421688948728,-0.02392633508230894,-0.12891387592050307,0.047235694850072577,-0.14377058845222676,-0.0222499867912185
97,4.85,1,move_to,-0.048353491087071085,-0.1466153167154127,0.8992387776917494,0.9974319519538615,-0.0016135991173194296,0.07160089833887387,0.00045703004664927947,0.6784980554489194,1.0,0.001474163714911015,4.2764731535855e-05,0.01994555119617847,0.0,0.0,0.0,-0.3113966845252916,0.6479372523604932,0.044414890119402826,-2.2816975548223657,0.15108307401617888,3.0665162465783733,0.36141337588330585,0.037512276950187246,-0.2814725202387711,-0.02863247494843713,-0.12275515700779233,0.05607858361298214,-0.14899135253778856,-0.028596319991762285
98,4.9,1,move_to,-0.04825853486044826,-0.14661077889006344,0.9043201977596004,0.9974066663025891,-0.0016068616679307964,0.07195222051640673,0.0004878252693836032,0.6774713299660045,1.0,0.0015936017778804155,4.424444854908928e-05,0.019936360645872883,0.0,0.0,0.0,-0.3093568910603323,0.6334647824822021,0.042869428082825276,-2.2879288668974045,0.15412245548035564,3.0589292495831946,0.3598268832005455,0.04398457471668697,-0.2799970991330999,-0.033777300142357,-0.11656897647733457,0.06439997272110319,-0.15398510099343948,-0.034641098010275456
99,4.95,1,move_to,-0.048130787952255956,-0.14661005342008096,0.9093987148721869,0.9973812328798893,-0.0015981735339021552,0.0723039300001067,0.0005136602825389813,0.6764297067800795,1.0,0.0017250070297832676,4.70845688608734e-05,0.019925414268982554,0.0,0.0,0.0,-0.3069880973461737,0.6190748014407246,0.04105579686539558,-2.2938405416443057,0.1575579342316837,3.051094534288581,0.357951409958105,0.05064337163594588,-0.2782861456223896,-0.03934314835372635,-0.11031292688824341,0.07190964434807567,-0.1587730473179901,-0.04013698837566632
100,5.0,1,move_to,-0.04796892583011503,-0.14661366853552701,0.914472536940595,0.9973554856755794,-0.0015861450226554018,0.07265833909299733,0.0005339447929589964,0.6721274213623378,1.0,0.001872435126762177,5.242406664588809e-05,0.019912087746223484,0.0,0.0,0.0,-0.3042818916214224,0.6047806645422151,0.03895426917724997,-2.2994276429047673,0.16134234747000764,3.043022234137417,0.35582047400586025,0.05744419612534974,-0.2762991581639956,-0.045314879063640144,-0.10392785435011538,0.07835826212897477,-0.16335485431787594,-0.044863247540856944
101,5.05,1,move_to,-0.04776973982167376,-0.14662352389235442,0.9195402296071573,0.9973291937755999,-0.0015700078784052223,0.0730185778788646,0.0005491836855740586,0.6701538412707342,1.0,0.002041643273368803,6.157473280532727e-05,0.019895424129597935,0.0,0.0,0.0,-0.3012327568009804,0.5905982638502354,0.03654531141448252,-2.3046800877119114,0.1654173805345121,3.0347219009504594,0.35347672903254296,0.06434266762980172,-0.27397772199298404,-0.05159743293759724,-0.09735509438350028,0.0835512879903016,-0.16779086308228186,-0.04863868081448134
102,5.1,1,move_to,-0.04752895729513229,-0.14663834909346307,0.9245992299652149,0.9973022053972954,-0.0015479709087944326,0.07338666637176212,0.0005586542713983544,0.6683038605685429,1.0,0.0022408473991683635,7.754015887572075e-05,0.01987391734050944,0.0,0.0,0.0,-0.29783652240588493,0.5765473438681785,0.033814956535573204,-2.309585299296012,0.16971529896459858,3.026202108991341,0.3509730193587626,0.07129894498068731,-0.2712410645499991,-0.05817134992037416,-0.09048130799968199,0.08730164318998457,-0.1720381543771863,-0.05127458489988589
103,5.15,1,move_to,-0.047239233818702805,-0.14665745478576,0.9296467657499364,0.9972742653802436,-0.0015187459739052548,0.07376595578767624,0.0005628389567940052,0.6664376804387847,1.0,0.002483497766062835,0.00010321239778437139,0.019844938549839465,0.0,0.0,0.0,-0.2940912544201352,0.562653498926357,0.030751500855382516,-2.314122408016888,0.17416011943062223,3.017472438513674,0.3483705827336745,0.0782736877330215,-0.2679544620921783,-0.06493815877633284,-0.08314406865154542,0.08946454524847514,-0.17611429890865246,-0.05260667785988413
